time,barrier_z,soliton_z,gamma
0.4,-9.999999807826457,-9.9394245,1.95
0.6,-9.999999354724803,-9.909126,1.95
0.8,-9.999998477975558,-9.878782,1.95
1.0,-9.999997058268237,-9.864892,1.95
1.2,-9.999995030248954,-9.84004,1.95
1.4000000000000001,-9.999992310427691,-9.816876,1.95
1.6,-9.999988822884973,-9.791759,1.95
1.8,-9.999984500579687,-9.768135,1.95
2.0,-9.999979286328166,-9.743185,1.95
2.2,-9.999973133074311,-9.718612,1.95
2.4,-9.999966005334528,-9.694106,1.95
2.6,-9.999957879914911,-9.669031,1.95
2.8000000000000003,-9.9999487461369,-9.644546,1.95
3.0,-9.999938606194423,-9.619295,1.95
3.2,-9.999927474802941,-9.594564,1.95
3.4,-9.999915379375963,-9.569276,1.95
3.6,-9.999902359620219,-9.544199,1.95
3.8000000000000003,-9.999888467453248,-9.518797,1.95
4.0,-9.999873766523235,-9.49317,1.95
4.2,-9.999858331765008,-9.466478,1.95
4.4,-9.999842248758949,-9.435137,1.95
4.6000000000000005,-9.99982561292559,-9.39352,1.95
4.8,-9.999808528681617,-9.338512,1.95
5.0,-9.999791108364322,-9.278391,1.95
5.2,-9.999773471188671,-9.219917,1.95
5.4,-9.999755742000646,-9.162903,1.95
5.6000000000000005,-9.99973805007959,-9.107776,1.95
5.8,-9.99972052779908,-9.055177,1.95
6.0,-9.999703309321337,-9.004812,1.95
6.2,-9.999686529241783,-8.956388,1.95
6.4,-9.999670321241274,-8.910278,1.95
6.6000000000000005,-9.999654816767492,-8.868942,1.95
6.8,-9.999640143723552,-8.83372,1.95
7.0,-9.999626425239233,-8.798683,1.95
7.2,-9.999613778445305,-8.761105,1.95
7.4,-9.999602313354684,-8.7366295,1.95
7.6000000000000005,-9.999592131785537,-8.699929,1.95
7.8,-9.999583326399268,-8.664579,1.95
8.0,-9.999575979808942,-8.630849,1.95
8.2,-9.999570163803211,-8.588689,1.95
8.4,-9.999565938672703,-8.551326,1.95
8.6,-9.999563352633835,-8.509458,1.95
8.8,-9.999562441382224,-8.463047,1.95
9.0,-9.999563227741556,-8.426432,1.95
9.200000000000001,-9.999565721447604,-8.371901,1.95
9.4,-9.999569919032039,-8.333083,1.95
9.6,-9.999575803836732,-8.286214,1.95
9.8,-9.999583346122789,-8.230411,1.95
10.0,-9.99959250329483,-8.191342,1.95
10.200000000000001,-9.999603220236512,-8.143287,1.95
10.4,-9.999615429770706,-8.083844,1.95
10.6,-9.99962905324829,-8.040649,1.95
10.8,-9.999644001222265,-8.00017,1.95
11.0,-9.999660174211844,-7.9422345,1.95
11.200000000000001,-9.999677463524069,-7.8856654,1.95
11.4,-9.99969575215218,-7.8467894,1.95
11.6,-9.999714915735517,-7.809539,1.95
11.8,-9.999734823582035,-7.7547703,1.95
12.0,-9.999755339735035,-7.6961923,1.95
12.200000000000001,-9.999776324073181,-7.6506934,1.95
12.4,-9.999797633436943,-7.620595,1.95
12.6,-9.999819122762469,-7.582609,1.95
12.8,-9.999840646232846,-7.528261,1.95
13.0,-9.999862058422423,-7.4736357,1.95
13.200000000000001,-9.99988321543707,-7.4279103,1.95
13.4,-9.999903976039487,-7.3908014,1.95
13.6,-9.999924202745458,-7.356861,1.95
13.8,-9.999943762885607,-7.314801,1.95
14.0,-9.999962529622335,-7.264878,1.95
14.200000000000001,-9.999980382909277,-7.2116437,1.95
14.4,-9.999997210394609,-7.161584,1.95
14.6,-10.00001290825437,-7.119388,1.95
14.8,-10.000027381944705,-7.0828958,1.95
15.0,-10.000040546896496,-7.0507703,1.95
15.200000000000001,-10.000052329117937,-7.013659,1.95
15.4,-10.000062665710665,-6.9707437,1.95
15.6,-10.000071505291304,-6.925581,1.95
15.8,-10.00007880832307,-6.8782315,1.95
16.0,-10.000084547344871,-6.8389745,1.95
16.2,-10.00008870710278,-6.798955,1.95
16.4,-10.00009128458933,-6.767751,1.95
16.6,-10.00009228898134,-6.7603498,1.95
16.8,-10.00009174147977,-6.7326155,1.95
17.0,-10.00008967506066,-6.6976814,1.95
17.2,-10.000086134127102,-6.67701,1.95
17.400000000000002,-10.000081174073149,-6.641454,1.95
17.6,-10.0000748607706,-6.602361,1.95
17.8,-10.000067269969565,-6.56092,1.95
18.0,-10.000058486628317,-6.5333967,1.95
18.2,-10.000048604176348,-6.504412,1.95
18.400000000000002,-10.00003772370997,-6.503998,1.95
18.6,-10.000025953135694,-6.4650526,1.95
18.8,-10.000013406269884,-6.4507565,1.95
19.0,-10.000000201891655,-6.432349,1.95
19.2,-9.999986462772753,-6.427406,1.95
19.400000000000002,-9.999972314686058,-6.388539,1.95
19.6,-9.999957885399592,-6.3596983,1.95
19.8,-9.999943303649435,-6.334031,1.95
20.0,-9.999928698117802,-6.299334,1.95
20.2,-9.999914196413775,-6.266228,1.95
20.400000000000002,-9.999899924070123,-6.2306046,1.95
20.6,-9.999886003566242,-6.1997685,1.95
20.8,-9.999872553385016,-6.174458,1.95
21.0,-9.999859687106152,-6.1448703,1.95
21.2,-9.999847512539928,-6.1300845,1.95
21.400000000000002,-9.999836130921265,-6.099153,1.95
21.6,-9.99982563616019,-6.0880666,1.95
21.8,-9.999816114160009,-6.0597653,1.95
22.0,-9.99980764219734,-6.0465837,1.95
22.2,-9.99980028837928,-6.0360513,1.95
22.400000000000002,-9.99979411117858,-5.989974,1.95
22.6,-9.9997891590503,-5.9801364,1.95
22.8,-9.999785470131725,-5.9332542,1.95
23.0,-9.999783072015882,-5.9107347,1.95
23.2,-9.99978198160849,-5.8778477,1.95
23.400000000000002,-9.99978220507658,-5.837937,1.95
23.6,-9.9997837378865,-5.7980514,1.95
23.8,-9.999786564929614,-5.752376,1.95
24.0,-9.999790660732117,-5.71159,1.95
24.2,-9.999795989734766,-5.6728544,1.95
24.400000000000002,-9.999802506656103,-5.6264415,1.95
24.6,-9.999810156936642,-5.5901036,1.95
24.8,-9.999818877249705,-5.566317,1.95
25.0,-9.9998285960747,-5.5147395,1.95
25.2,-9.999839234331239,-5.469741,1.95
25.400000000000002,-9.99985070607267,-5.4591646,1.95
25.6,-9.999862919234719,-5.4005866,1.95
25.8,-9.999875776424018,-5.3659315,1.95
26.0,-9.999889175750198,-5.355152,1.95
26.2,-9.999903011673867,-5.3345146,1.95
26.400000000000002,-9.999917175879123,-5.3067703,1.95
26.6,-9.999931558158213,-5.2473345,1.95
26.8,-9.999946047305407,-5.233839,1.95
27.0,-9.999960532025439,-5.2029104,1.95
27.2,-9.999974901815712,-5.140721,1.95
27.400000000000002,-9.999989047851734,-5.115652,1.95
27.6,-10.000002863832373,-5.0839763,1.95
27.8,-10.000016246799788,-5.039111,1.95
28.0,-10.000029097947397,-4.9724507,1.95
28.2,-10.000041323359028,-4.9379115,1.95
28.400000000000002,-10.00005283473885,-4.8960643,1.95
28.6,-10.000063550065626,-4.8471885,1.95
28.8,-10.000073394199164,-4.776439,1.95
29.0,-10.00008229943514,-4.7195253,1.95
29.2,-10.00009020597751,-4.6744075,1.95
29.400000000000002,-10.000097062375238,-4.6203303,1.95
29.6,-10.000102825852437,-4.554265,1.95
29.8,-10.000107462604904,-4.4972944,1.95
30.0,-10.000110947989086,-4.44001,1.95
30.2,-10.0001132666529,-4.391528,1.95
30.400000000000002,-10.000114412589346,-4.35755,1.95
30.6,-10.000114389102507,-4.265705,1.95
30.8,-10.000113208724215,-4.199578,1.95
31.0,-10.000110893023454,-4.1705823,1.95
31.2,-10.000107472389027,-4.1524734,1.95
31.400000000000002,-10.000102985696225,-4.084975,1.95
31.6,-10.000097479959564,-4.0057096,1.95
31.8,-10.000091009874101,-3.9459453,1.95
32.0,-10.000083637345039,-3.9401443,1.95
32.2,-10.000075430924483,-3.8975208,1.95
32.4,-10.000066465214699,-3.8632915,1.95
32.6,-10.000056820237601,-3.817441,1.95
32.8,-10.000046580724558,-3.7904243,1.95
33.0,-10.000035835462842,-3.6868231,1.95
33.2,-10.000024676491261,-3.646309,1.95
33.4,-10.000013198405574,-3.6714582,1.95
33.6,-10.000001497536665,-3.6402707,1.95
33.8,-9.999989671207524,-3.579468,1.95
34.0,-9.999977816916118,-3.4620147,1.95
34.2,-9.999966031570015,-3.4137356,1.95
34.4,-9.999954410731968,-3.4187708,1.95
34.6,-9.999943047831602,-3.4029331,1.95
34.800000000000004,-9.999932033473108,-3.3421884,1.95
35.0,-9.99992145469786,-3.2819889,1.95
35.2,-9.99991139436657,-3.1774693,1.95
35.4,-9.999901930494064,-3.1400795,1.95
35.6,-9.99989313570521,-3.0842335,1.95
35.800000000000004,-9.999885076670235,-3.0343404,1.95
36.0,-9.999877813642351,-2.9815335,1.95
36.2,-9.999871400001213,-2.9276485,1.95
36.4,-9.99986588190131,-2.8564305,1.95
36.6,-9.999861297951355,-2.7653158,1.95
36.800000000000004,-9.999857678981524,-2.682012,1.95
37.0,-9.999855047855172,-2.6049519,1.95
37.2,-9.999853419363086,-2.548216,1.95
37.4,-9.999852800169931,-2.48826,1.95
37.6,-9.999853188826107,-2.4270215,1.95
37.800000000000004,-9.999854575852764,-2.3330202,1.95
38.0,-9.999856943862586,-2.2420669,1.95
38.2,-9.999860267779884,-2.1732066,1.95
38.4,-9.999864515080617,-2.0946934,1.95
38.6,-9.999869646120334,-2.0202677,1.95
38.800000000000004,-9.999875614489591,-1.9655734,1.95
39.0,-9.999882367451075,-1.9610162,1.95
39.2,-9.999889846400862,-1.9015167,1.95
39.4,-9.999897987386193,-1.807486,1.95
39.6,-9.999906721652065,-1.7145041,1.95
39.800000000000004,-9.999915976229817,-1.5964426,1.95
0.0,-10.0,-9.999923,2.0
0.2,-9.999999975812678,-9.96968,2.0
0.4,-9.999999807845713,-9.9394245,2.0
0.6,-9.999999354821378,-9.909126,2.0
0.8,-9.999998478278322,-9.878782,2.0
1.0,-9.999997059000599,-9.864892,2.0
1.2,-9.999995031743762,-9.840038,2.0
1.4000000000000001,-9.999992313137891,-9.816875,2.0
1.6,-9.99998882739441,-9.791758,2.0
1.8,-9.999984507611956,-9.768136,2.0
2.0,-9.999979296752526,-9.743183,2.0
2.2,-9.999973147908161,-9.718612,2.0
2.4,-9.999966025742255,-9.694106,2.0
2.6,-9.999957907203083,-9.66903,2.0
2.8000000000000003,-9.999948781746363,-9.644545,2.0
3.0,-9.999938651688336,-9.619294,2.0
3.2,-9.999927531851714,-9.594564,2.0
3.4,-9.999915449738907,-9.569274,2.0
3.6,-9.99990244512408,-9.544198,2.0
3.8000000000000003,-9.999888569968297,-9.518794,2.0
4.0,-9.99987388793719,-9.493168,2.0
4.2,-9.999858473954319,-9.4664755,2.0
4.4,-9.999842413557186,-9.435134,2.0
4.6000000000000005,-9.999825802091339,-9.393519,2.0
4.8,-9.99980874386513,-9.338509,2.0
5.0,-9.999791351073348,-9.278391,2.0
5.2,-9.999773742755046,-9.219913,2.0
5.4,-9.999756043545968,-9.162902,2.0
5.6000000000000005,-9.999738382482963,-9.107775,2.0
5.8,-9.999720891665696,-9.055176,2.0
6.0,-9.999703704953351,-9.004811,2.0
6.2,-9.99968695661112,-8.956389,2.0
6.4,-9.999670779966749,-8.910279,2.0
6.6000000000000005,-9.9996553060948,-8.86894,2.0
6.8,-9.999640662508174,-8.833717,2.0
7.0,-9.999626971934152,-8.798684,2.0
7.2,-9.999614351092756,-8.761102,2.0
7.4,-9.999602909580654,-8.7366295,2.0
7.6000000000000005,-9.999592748800211,-8.699927,2.0
7.8,-9.999583961004323,-8.6645775,2.0
8.0,-9.999576628409262,-8.630844,2.0
8.2,-9.9995708224236,-8.588682,2.0
8.4,-9.999566602977824,-8.551321,2.0
8.6,-9.999564017955473,-8.509454,2.0
8.8,-9.999563102750944,-8.463041,2.0
9.0,-9.999563879922784,-8.426426,2.0
9.200000000000001,-9.999566358983575,-8.371896,2.0
9.4,-9.999570536285438,-8.333078,2.0
9.6,-9.999576395038375,-8.286208,2.0
9.8,-9.99958390542354,-8.230406,2.0
10.0,-9.999593024820648,-8.191335,2.0
10.200000000000001,-9.999603698144549,-8.143279,2.0
10.4,-9.999615858308493,-8.083836,2.0
10.6,-9.99962942681329,-8.04064,2.0
10.8,-9.99964431442279,-8.000162,2.0
11.0,-9.999660421925954,-7.9422245,2.0
11.200000000000001,-9.999677640959735,-7.885653,2.0
11.4,-9.999695854904978,-7.846776,2.0
11.6,-9.999714939844429,-7.809526,2.0
11.8,-9.999734765581561,-7.754759,2.0
12.0,-9.9997551967057,-7.696185,2.0
12.200000000000001,-9.99977609368815,-7.650683,2.0
12.4,-9.999797314004947,-7.6205864,2.0
12.6,-9.999818713264965,-7.5825987,2.0
12.8,-9.999840146353131,-7.5282507,2.0
13.0,-9.999861468572343,-7.473624,2.0
13.200000000000001,-9.999882536778097,-7.4278994,2.0
13.4,-9.999903210496365,-7.390789,2.0
13.6,-9.999923353011779,-7.356844,2.0
13.8,-9.999942832424669,-7.314785,2.0
14.0,-9.999961522658312,-7.2648587,2.0
14.200000000000001,-9.999979304411683,-7.211626,2.0
14.4,-9.999996066056651,-7.1615715,2.0
14.6,-10.000011704461633,-7.119376,2.0
14.8,-10.000026125741089,-7.0828843,2.0
15.0,-10.000039245942096,-7.050758,2.0
15.200000000000001,-10.000050991636824,-7.013642,2.0
15.4,-10.000061300434679,-6.9707246,2.0
15.6,-10.000070121397288,-6.9255624,2.0
15.8,-10.000077415365116,-6.8782105,2.0
16.0,-10.000083155181159,-6.83895,2.0
16.2,-10.0000873258197,-6.7989306,2.0
16.4,-10.000089924421697,-6.7677255,2.0
16.6,-10.000090960230796,-6.7603254,2.0
16.8,-10.000090454431886,-6.7325897,2.0
17.0,-10.000088439894459,-6.697656,2.0
17.2,-10.00008496082279,-6.6769853,2.0
17.400000000000002,-10.000080072325844,-6.641433,2.0
17.6,-10.000073839901992,-6.6023364,2.0
17.8,-10.000066338843208,-6.5608935,2.0
18.0,-10.000057653569078,-6.5333657,2.0
18.2,-10.000047876892245,-6.504381,2.0
18.400000000000002,-10.000037109213467,-6.50397,2.0
18.6,-10.000025457675688,-6.4650216,2.0
18.8,-10.00001303526521,-6.450723,2.0
19.0,-9.999999959868545,-6.4323215,2.0
19.2,-9.99998635331289,-6.427382,2.0
19.400000000000002,-9.999972340380921,-6.3885117,2.0
19.6,-9.999958047811274,-6.359667,2.0
19.8,-9.999943603281226,-6.334004,2.0
20.0,-9.99992913439273,-6.2993083,2.0
20.2,-9.999914767662402,-6.2662077,2.0
20.400000000000002,-9.999900627527259,-6.230586,2.0
20.6,-9.99988683537792,-6.1997504,2.0
20.8,-9.999873508624505,-6.1744447,2.0
21.0,-9.99986075979873,-6.144858,2.0
21.2,-9.999848695696128,-6.130077,2.0
21.400000000000002,-9.999837416579545,-6.0991507,2.0
21.6,-9.999827015438733,-6.088065,2.0
21.8,-9.999817577316486,-6.059769,2.0
22.0,-9.9998091786975,-6.046587,2.0
22.2,-9.999801886971973,-6.0360537,2.0
22.400000000000002,-9.99979575997763,-5.989974,2.0
22.6,-9.999790845624076,-5.9801383,2.0
22.8,-9.999787181598135,-5.9332614,2.0
23.0,-9.99978479514234,-5.910743,2.0
23.2,-9.999783702916064,-5.8778567,2.0
23.400000000000002,-9.999783910946954,-5.837948,2.0
23.6,-9.999785414672395,-5.798065,2.0
23.8,-9.999788199065003,-5.7523875,2.0
24.0,-9.999792238843726,-5.7116003,2.0
24.2,-9.999797498753347,-5.6728616,2.0
24.400000000000002,-9.999803933926076,-5.626446,2.0
24.6,-9.999811490323765,-5.590109,2.0
24.8,-9.999820105244206,-5.566323,2.0
25.0,-9.999829707891683,-5.514745,2.0
25.2,-9.999840220006378,-5.469741,2.0
25.400000000000002,-9.999851556551222,-5.459165,2.0
25.6,-9.999863626453712,-5.400591,2.0
25.8,-9.999876333387023,-5.3659344,2.0
26.0,-9.999889576594224,-5.3551598,2.0
26.2,-9.999903251727686,-5.334528,2.0
26.400000000000002,-9.999917251712574,-5.3067794,2.0
26.6,-9.999931467622158,-5.247344,2.0
26.8,-9.999945789560861,-5.233851,2.0
27.0,-9.999960107561046,-5.2029247,2.0
27.2,-9.999974312455812,-5.1407313,2.0
27.400000000000002,-9.999988296753575,-5.1156616,2.0
27.6,-10.000001955471436,-5.083992,2.0
27.8,-10.000015186944568,-5.039129,2.0
28.0,-10.00002789362337,-4.972463,2.0
28.2,-10.000039982801812,-4.9379196,2.0
28.400000000000002,-10.000051367336226,-4.896073,2.0
28.6,-10.000061966290865,-4.8472047,2.0
28.8,-10.0000717055345,-4.7764616,2.0
29.0,-10.000080518286284,-4.719546,2.0
29.2,-10.000088345580588,-4.6744304,2.0
29.400000000000002,-10.000095136696705,-4.62035,2.0
29.6,-10.000100849481358,-4.5542817,2.0
29.8,-10.000105450639165,-4.49731,2.0
30.0,-10.00010891591762,-4.4400163,2.0
30.2,-10.000111230232786,-4.3915367,2.0
30.400000000000002,-10.000112387720227,-4.3575606,2.0
30.6,-10.000112391697936,-4.265708,2.0
30.8,-10.000111254584205,-4.19958,2.0
31.0,-10.000108997706258,-4.17059,2.0
31.2,-10.000105651083546,-4.152479,2.0
31.400000000000002,-10.00010125309625,-4.08499,2.0
31.6,-10.000095850142309,-4.005722,2.0
31.8,-10.000089496183632,-3.9459565,2.0
32.0,-10.00008225227984,-3.940156,2.0
32.2,-10.000074186032396,-3.8975224,2.0
32.4,-10.000065370993891,-3.863287,2.0
32.6,-10.00005588604721,-3.8174276,2.0
32.8,-10.000045814701647,-3.790415,2.0
33.0,-10.000035244450592,-3.68682,2.0
33.2,-10.000024265975897,-3.6462905,2.0
33.4,-10.000012972465244,-3.6714463,2.0
33.6,-10.000001458801808,-3.6402524,2.0
33.8,-9.999989820830715,-3.5794594,2.0
34.0,-9.999978154556342,-3.4620059,2.0
34.2,-9.999966555387232,-3.4137247,2.0
34.4,-9.99995511739523,-3.4187608,2.0
34.6,-9.999943932538153,-3.4029226,2.0
34.800000000000004,-9.999933089980484,-3.3421762,2.0
35.0,-9.999922675366644,-3.2819846,2.0
35.2,-9.999912770215403,-3.177466,2.0
35.4,-9.999903451266402,-3.1400697,2.0
35.6,-9.999894789946124,-3.084224,2.0
35.800000000000004,-9.999886851812775,-3.0343347,2.0
36.0,-9.999879696103886,-2.9815304,2.0
36.2,-9.999873375288423,-2.9276547,2.0
36.4,-9.999867934722316,-2.8564365,2.0
36.6,-9.999863412335813,-2.76532,2.0
36.800000000000004,-9.999859838406609,-2.6820161,2.0
37.0,-9.999857235376565,-2.6049592,2.0
37.2,-9.999855617748752,-2.5482225,2.0
37.4,-9.9998549920382,-2.4882698,2.0
37.6,-9.999855356784531,-2.4270272,2.0
37.800000000000004,-9.999856702637866,-2.3330314,2.0
38.0,-9.999859012478176,-2.2420876,2.0
38.2,-9.999862261635299,-2.1732342,2.0
38.4,-9.999866418125158,-2.0947163,2.0
38.6,-9.9998714429743,-2.0202982,2.0
38.800000000000004,-9.999877290569748,-1.9656043,2.0
39.0,-9.999883909090423,-1.9610432,2.0
39.2,-9.999891240961892,-1.9015485,2.0
39.4,-9.999899223365043,-1.8075228,2.0
39.6,-9.999907788774504,-1.7145374,2.0
39.800000000000004,-9.999916865537893,-1.5964767,2.0
